drug_name,ndc_code,hcpcs_code,numerator_strength,mbu_increment,mbu_increments_per_bottle,mbus_per_package,package_quantity,ndc_unit_sum
Furosemide,43063-0806-30,,20,,,,30,0
Furosemide,43063-0806-90,,20,,,,90,0
Furosemide,43063-0849-21,,20,,,,21,0
Furosemide,43063-0849-30,,20,,,,30,0
Furosemide,43063-0849-60,,20,,,,60,0
Furosemide,43063-0849-90,,20,,,,90,0
Furosemide,43353-0018-30,,40,,,,30,0
Furosemide,43353-0018-45,,40,,,,45,0
Furosemide,43353-0018-53,,40,,,,60,0
Furosemide,43353-0018-60,,40,,,,90,0
Furosemide,43353-0018-80,,40,,,,180,0
Furosemide,43353-0069-30,,40,,,,30,0
Furosemide,43353-0069-45,,40,,,,45,0
Furosemide,43353-0069-53,,40,,,,60,0
Furosemide,43353-0069-60,,40,,,,90,0
Furosemide,43353-0069-80,,40,,,,180,0
Furosemide,43353-0220-30,,20,,,,30,0
Furosemide,43353-0220-45,,20,,,,45,0
Furosemide,43353-0220-53,,20,,,,60,0
Furosemide,43353-0220-60,,20,,,,90,0
Furosemide,43353-0220-80,,20,,,,180,0
Furosemide,43353-0220-92,,20,,,,270,0
Furosemide,43353-0221-30,,40,,,,30,0
Furosemide,43353-0221-45,,40,,,,45,0
Furosemide,43353-0221-53,,40,,,,60,0
Furosemide,43353-0221-60,,40,,,,90,0
Furosemide,43353-0221-80,,40,,,,180,0
Furosemide,43353-0221-92,,40,,,,270,0
Furosemide,43353-0221-94,,40,,,,360,0
Furosemide,43353-0341-30,,40,,,,30,0
Furosemide,43353-0341-45,,40,,,,45,0
Furosemide,43353-0341-53,,40,,,,60,0
Furosemide,43353-0341-60,,40,,,,90,0
Furosemide,43353-0341-80,,40,,,,180,0
Furosemide,43353-0737-30,,20,,,,30,0
Furosemide,43353-0737-45,,20,,,,45,0
Furosemide,43353-0737-53,,20,,,,60,0
Furosemide,43353-0737-60,,20,,,,90,0
Furosemide,43353-0737-80,,20,,,,180,0
Furosemide,43353-0737-92,,20,,,,270,0
Furosemide,43353-0737-94,,20,,,,360,0
Furosemide,43353-0747-30,,20,,,,30,0
Furosemide,43353-0747-45,,20,,,,45,0
Furosemide,43353-0747-53,,20,,,,60,0
Furosemide,43353-0747-60,,20,,,,90,0
Furosemide,43353-0747-80,,20,,,,180,0
Furosemide,43353-0747-92,,20,,,,270,0
Furosemide,43547-0401-10,,20,,,,100,0
Furosemide,43547-0401-11,,20,,,,1000,0
Furosemide,43547-0401-51,,20,,,,5000,0
Furosemide,43547-0402-10,,40,,,,100,0
Furosemide,43547-0402-11,,40,,,,1000,0
Furosemide,43547-0402-51,,40,,,,5000,0
Furosemide,43547-0403-10,,80,,,,100,0
Furosemide,43547-0403-11,,80,,,,1000,0
Furosemide,43547-0403-50,,80,,,,500,0
Furosemide,48433-0314-10,,40,,,,100,0
Furosemide,49999-0030-30,,40,,,,30,0
Furosemide,49999-0030-90,,40,,,,90,0
Furosemide,50090-0154-01,,40,,,,100,0
Furosemide,50090-0154-09,,40,,,,90,0
Furosemide,50090-2187-00,,80,,,,100,0
Furosemide,50090-3262-00,,40,,,,30,0
Furosemide,50090-3313-01,,40,,,,100,0
Furosemide,50090-3338-00,,20,,,,30,0
Furosemide,50090-3338-01,,20,,,,100,0
Furosemide,50090-3338-07,,20,,,,200,0
Furosemide,50090-3338-08,,20,,,,90,0
Furosemide,50090-3339-00,,40,,,,30,0
Furosemide,50090-3339-01,,40,,,,100,0
Furosemide,50090-3339-09,,40,,,,90,0
Furosemide,50090-3455-01,,40,,,,180,0
Furosemide,50090-3488-00,,80,,,,100,0
Furosemide,50090-4109-00,,40,,,,30,0
Furosemide,50090-4111-00,,40,,,,33,0
Furosemide,50436-3840-01,,20,,,,30,0
Furosemide,50436-3840-02,,20,,,,90,0
Furosemide,50436-3840-03,,20,,,,60,0
Furosemide,50436-3840-04,,20,,,,180,0
Furosemide,50436-3841-01,,40,,,,30,0
Furosemide,50436-3841-02,,40,,,,60,0
Furosemide,50436-3841-03,,40,,,,90,0
Furosemide,50436-3841-04,,40,,,,180,0
Furosemide,51079-0072-20,,20,,,,100,0
Furosemide,51079-0072-56,,20,,,,10,0
Furosemide,51079-0073-20,,40,,,,100,0
Furosemide,51079-0073-56,,40,,,,10,0
Furosemide,51079-0527-20,,80,,,,100,0
Furosemide,51407-0113-01,,20,,,,100,0
Furosemide,51407-0113-10,,20,,,,1000,0
Furosemide,51407-0113-51,,20,,,,5000,0
Furosemide,51407-0113-90,,20,,,,90,0
Furosemide,51407-0114-01,,40,,,,100,0
Furosemide,51407-0114-10,,40,,,,1000,0
Furosemide,51407-0114-51,,40,,,,5000,0
Furosemide,51407-0114-90,,40,,,,90,0
Furosemide,51407-0115-01,,80,,,,100,0
Furosemide,51407-0115-05,,80,,,,500,0
Furosemide,51407-0115-10,,80,,,,1000,0
Furosemide,53002-4300-00,,40,,,,100,0
Furosemide,53002-4300-03,,40,,,,30,0
Furosemide,53217-0182-00,,40,,,,100,0
Furosemide,53217-0182-30,,40,,,,30,0
Furosemide,53217-0182-60,,40,,,,60,0
Furosemide,53217-0182-90,,40,,,,90,0
Furosemide,53217-0182-99,,40,,,,180,0
Furosemide,53217-0271-00,,20,,,,100,0
Furosemide,53217-0271-08,,20,,,,8,0
Furosemide,53217-0271-14,,20,,,,14,0
Furosemide,53217-0271-20,,20,,,,20,0
Furosemide,53217-0271-30,,20,,,,30,0
Furosemide,53217-0271-60,,20,,,,60,0
Furosemide,53217-0271-90,,20,,,,90,0
Furosemide,53808-0367-01,,20,,,,30,0
Furosemide,53808-0671-01,,40,,,,30,0
Furosemide,53808-0839-01,,80,,,,30,0
Furosemide,53808-0998-01,,80,,,,30,0
Furosemide,53808-1109-01,,40,,,,30,0
Furosemide,55154-5477-00,,80,,,,10,0
Furosemide,55154-5539-00,,20,,,,10,0
Furosemide,55154-5540-00,,40,,,,10,0
Furosemide,55154-5875-00,,40,,,,10,0
Furosemide,55700-0452-30,,40,,,,30,0
Furosemide,55700-0452-90,,40,,,,90,0
Furosemide,55700-0461-30,,20,,,,30,0
Furosemide,55700-0461-60,,20,,,,60,0
Furosemide,55700-0461-90,,20,,,,90,0
Furosemide,58118-0143-08,,20,,,,30,0
Furosemide,58517-0400-30,,40,,,,30,0
Furosemide,60432-0613-04,,10,,,,120,0
Furosemide,60432-0613-60,,10,,,,60,0
Furosemide,60760-0216-90,,20,,,,90,0
Furosemide,60760-0217-90,,40,,,,90,0
Furosemide,60760-0624-90,,20,,,,90,0
Furosemide,60760-0625-90,,40,,,,90,0
Furosemide,60760-0708-90,,40,,,,90,0
Furosemide,61919-0284-30,,40,,,,30,0
Furosemide,61919-0284-90,,40,,,,90,0
Furosemide,61919-0442-30,,20,,,,30,0
Furosemide,63187-0097-30,,40,,,,30,0
Furosemide,63187-0437-90,,20,,,,90,0
Furosemide,63187-0506-30,,40,,,,30,0
Furosemide,63187-0506-60,,40,,,,60,0
Furosemide,63187-0506-90,,40,,,,90,0
Furosemide,63187-0517-30,,20,,,,30,0
Furosemide,63187-0517-60,,20,,,,60,0
Furosemide,63187-0517-90,,20,,,,90,0
Furosemide,63187-0739-10,,20,,,,10,0
Furosemide,63187-0739-30,,20,,,,30,0
Furosemide,63187-0739-60,,20,,,,60,0
Furosemide,63187-0739-90,,20,,,,90,0
Furosemide,63187-0790-30,,40,,,,30,0
Furosemide,63187-0790-60,,40,,,,60,0
Furosemide,63187-0790-90,,40,,,,90,0
Furosemide,63304-0624-01,,20,,,,100,0
Furosemide,63304-0624-03,,20,,,,10,0
Furosemide,63304-0624-10,,20,,,,1000,0
Furosemide,63304-0624-69,,20,,,,10,0
Furosemide,63304-0625-01,,40,,,,100,0
Furosemide,63304-0625-03,,40,,,,10,0
Furosemide,63304-0625-10,,40,,,,1000,0
Furosemide,63304-0625-69,,40,,,,10,0
Furosemide,63304-0626-01,,80,,,,100,0
Furosemide,63304-0626-03,,80,,,,10,0
Furosemide,63304-0626-05,,80,,,,500,0
Furosemide,63304-0626-10,,80,,,,1000,0
Furosemide,63304-0626-69,,80,,,,10,0
Furosemide,63629-1434-01,,40,,,,40,0
Furosemide,63629-1434-02,,40,,,,30,0
Furosemide,63629-1434-03,,40,,,,100,0
Furosemide,63629-1434-04,,40,,,,90,0
Furosemide,63629-1434-05,,40,,,,60,0
Furosemide,63629-1434-06,,40,,,,7,0
Furosemide,63629-1434-07,,40,,,,14,0
Furosemide,63629-1434-08,,40,,,,180,0
Furosemide,63629-8058-01,,40,,,,30,0
Furosemide,63739-0541-10,,20,,,,10,0
Furosemide,63739-0542-04,,40,,,,10,0
Furosemide,63739-0542-10,,40,,,,10,0
Furosemide,63739-0543-10,,80,,,,10,0
Furosemide,64125-0116-01,,20,,,,100,0
Furosemide,64125-0116-10,,20,,,,1000,0
Furosemide,64125-0117-01,,40,,,,100,0
Furosemide,64125-0117-10,,40,,,,1000,0
Furosemide,64125-0118-01,,80,,,,100,0
Furosemide,64125-0118-05,,80,,,,500,0
Furosemide,64205-0739-30,,20,,,,30,0
Furosemide,64205-0740-30,,40,,,,30,0
Furosemide,64725-0624-01,,20,,,,100,0
Furosemide,64725-0625-01,,40,,,,100,0
Furosemide,66116-0375-30,,40,,,,30,0
Furosemide,66116-0419-30,,40,,,,30,0
Furosemide,67046-0219-07,,40,,,,7,0
Furosemide,67046-0219-14,,40,,,,14,0
Furosemide,67046-0219-15,,40,,,,15,0
Furosemide,67046-0219-20,,40,,,,20,0
Furosemide,67046-0219-21,,40,,,,21,0
Furosemide,67046-0219-28,,40,,,,28,0
Furosemide,67046-0219-30,,40,,,,30,0
Furosemide,67046-0219-60,,40,,,,60,0
Furosemide,67046-0221-30,,40,,,,30,0
Furosemide,67046-0222-30,,40,,,,30,0
Furosemide,67046-0228-30,,40,,,,30,0
Furosemide,67296-0650-01,,20,,,,15,0
Furosemide,67296-0691-01,,20,,,,30,0
Furosemide,67296-1206-01,,20,,,,10,0
Furosemide,67296-1206-03,,20,,,,30,0
Furosemide,67296-1547-01,,20,,,,10,0
Furosemide,67296-1547-03,,20,,,,30,0
Furosemide,67296-1665-03,,20,,,,30,0
Furosemide,67544-0075-30,,40,,,,30,0
Furosemide,67544-0075-45,,40,,,,45,0
Furosemide,67544-0075-53,,40,,,,60,0
Furosemide,67544-0075-60,,40,,,,90,0
Furosemide,67544-0075-80,,40,,,,180,0
Furosemide,67544-0075-92,,40,,,,270,0
Furosemide,67544-0075-94,,40,,,,360,0
Furosemide,67544-0568-60,,80,,,,90,0
Furosemide,67544-0568-80,,80,,,,180,0
Furosemide,68071-1708-01,,20,,,,100,0
Furosemide,68071-1809-01,,40,,,,100,0
Furosemide,68071-3144-03,,20,,,,30,0
Furosemide,68071-3144-06,,20,,,,60,0
Furosemide,68071-3144-09,,20,,,,90,0
Furosemide,68071-3148-06,,40,,,,60,0
Furosemide,68071-3194-09,,20,,,,90,0
Furosemide,68071-3273-03,,40,,,,30,0
Furosemide,68071-4015-01,,20,,,,100,0
Furosemide,68071-4022-01,,40,,,,100,0
Furosemide,68071-4349-01,,20,,,,10,0
Furosemide,68071-4349-03,,20,,,,30,0
Furosemide,68071-4349-06,,20,,,,60,0
Furosemide,68071-4349-08,,20,,,,180,0
Furosemide,68071-4349-09,,20,,,,90,0
Furosemide,68071-4445-01,,40,,,,10,0
Furosemide,68071-4445-02,,40,,,,20,0
Furosemide,68071-4445-03,,40,,,,30,0
Furosemide,68071-4445-04,,40,,,,40,0
Furosemide,68071-4445-06,,40,,,,60,0
Furosemide,68071-4445-08,,40,,,,180,0
Furosemide,68071-4445-09,,40,,,,90,0
Furosemide,68071-4522-01,,40,,,,100,0
Furosemide,68071-4534-01,,20,,,,100,0
Furosemide,68094-0756-62,,40,,,,3,0
Furosemide,68094-0867-62,,40,,,,3,0
Furosemide,68788-1966-01,,40,,,,100,0
Furosemide,68788-1966-03,,40,,,,30,0
Furosemide,68788-1966-06,,40,,,,60,0
Furosemide,68788-1966-09,,40,,,,90,0
Furosemide,68788-6397-01,,20,,,,100,0
Furosemide,68788-6397-03,,20,,,,30,0
Furosemide,68788-6397-06,,20,,,,60,0
Furosemide,68788-6397-09,,20,,,,90,0
Furosemide,68788-6784-01,,40,,,,100,0
Furosemide,68788-6784-03,,40,,,,30,0
Furosemide,68788-6784-06,,40,,,,60,0
Furosemide,68788-6784-09,,40,,,,90,0
Furosemide,68788-6948-01,,20,,,,100,0
Furosemide,68788-6948-03,,20,,,,30,0
Furosemide,68788-6948-06,,20,,,,60,0
Furosemide,68788-6948-09,,20,,,,90,0
Furosemide,68788-7265-01,,20,,,,100,0
Furosemide,68788-7265-03,,20,,,,30,0
Furosemide,68788-7265-06,,20,,,,60,0
Furosemide,68788-7265-09,,20,,,,90,0
Furosemide,68788-7354-01,,40,,,,100,0
Furosemide,68788-7354-03,,40,,,,30,0
Furosemide,68788-7354-06,,40,,,,60,0
Furosemide,68788-7354-09,,40,,,,90,0
Furosemide,68788-9226-01,,20,,,,100,0
Furosemide,68788-9226-03,,20,,,,30,0
Furosemide,68788-9226-06,,20,,,,60,0
Furosemide,68788-9226-09,,20,,,,90,0
Furosemide,68788-9778-01,,40,,,,100,0
Furosemide,68788-9778-03,,40,,,,30,0
Furosemide,68788-9778-06,,40,,,,60,0
Furosemide,68788-9778-09,,40,,,,90,0
Furosemide,69315-0116-01,,20,,,,100,0
Furosemide,69315-0116-10,,20,,,,1000,0
Furosemide,69315-0117-01,,40,,,,100,0
Furosemide,69315-0117-10,,40,,,,1000,0
Furosemide,69315-0118-01,,80,,,,100,0
Furosemide,69315-0118-05,,80,,,,500,0
Furosemide,69677-0204-01,,20,,,,1,0
Furosemide,69677-0204-07,,20,,,,7,0
Furosemide,69677-0204-30,,20,,,,30,0
Furosemide,69677-0204-60,,20,,,,60,0
Furosemide,69677-0204-90,,20,,,,90,0
Furosemide,70518-0050-00,,20,,,,30,0
Furosemide,70518-0050-01,,20,,,,90,0
Furosemide,70518-0050-02,,20,,,,100,0
Furosemide,70518-0050-03,,20,,,,180,0
Furosemide,70518-0050-04,,20,,,,30,0
Furosemide,70518-0092-00,,20,,,,90,0
Furosemide,70518-0120-00,,40,,,,30,0
Furosemide,70518-0120-01,,40,,,,100,0
Furosemide,70518-0120-02,,40,,,,90,0
Furosemide,70518-0251-00,,40,,,,30,0
Furosemide,70518-0251-01,,40,,,,90,0
Furosemide,70518-0251-02,,40,,,,100,0
Furosemide,70518-0251-03,,40,,,,30,0
Furosemide,70518-0251-04,,40,,,,180,0
Furosemide,70518-0580-00,,20,,,,30,0
Furosemide,70518-0581-00,,80,,,,100,0
Furosemide,70518-0584-00,,20,,,,180,0
Furosemide,70518-0745-00,,40,,,,30,0
Furosemide,70518-0745-01,,40,,,,90,0
Furosemide,70518-0809-00,,40,,,,100,0
Furosemide,70518-0809-01,,40,,,,90,0
Furosemide,70518-0809-02,,40,,,,30,0
Furosemide,70518-0836-00,,20,,,,5,0
Furosemide,70518-0836-01,,20,,,,100,0
Furosemide,70518-1072-00,,40,,,,30,0
Furosemide,70518-1256-00,,80,,,,100,0
Furosemide,70518-1256-01,,80,,,,90,0
Furosemide,70518-1737-00,,20,,,,5,0
Furosemide,70529-0061-08,,20,,,,1,0
Furosemide,70529-0062-01,,20,,,,1,0
Furosemide,70859-0020-01,,20,,,,1,0
Furosemide,70934-0111-30,,20,,,,30,0
Furosemide,70934-0111-90,,20,,,,90,0
Furosemide,70934-0412-90,,20,,,,90,0
Furosemide,71335-0129-01,,80,,,,100,0
Furosemide,71335-0129-02,,80,,,,30,0
Furosemide,71335-0129-03,,80,,,,60,0
Furosemide,71335-0129-04,,80,,,,90,0
Furosemide,71335-0384-01,,20,,,,30,0
Furosemide,71335-0384-02,,20,,,,90,0
Furosemide,71335-0384-03,,20,,,,60,0
Furosemide,71335-0384-04,,20,,,,100,0
Furosemide,71335-0384-05,,20,,,,7,0
Furosemide,71335-0384-06,,20,,,,28,0
Furosemide,71335-0384-07,,20,,,,14,0
Furosemide,71335-0384-08,,20,,,,10,0
Furosemide,71335-0384-09,,20,,,,20,0
Furosemide,71335-0397-01,,40,,,,40,0
Furosemide,71335-0397-02,,40,,,,30,0
Furosemide,71335-0397-03,,40,,,,100,0
Furosemide,71335-0397-04,,40,,,,90,0
Furosemide,71335-0397-05,,40,,,,60,0
Furosemide,71335-0397-06,,40,,,,7,0
Furosemide,71335-0397-07,,40,,,,14,0
Furosemide,71335-0397-08,,40,,,,180,0
Furosemide,71335-0397-09,,40,,,,10,0
Furosemide,71335-0601-01,,20,,,,30,0
Furosemide,71335-0601-02,,20,,,,90,0
Furosemide,71335-0601-03,,20,,,,60,0
Furosemide,71335-0601-04,,20,,,,100,0
Furosemide,71335-0601-05,,20,,,,7,0
Furosemide,71335-0601-06,,20,,,,28,0
Furosemide,71335-0601-07,,20,,,,14,0
Furosemide,71335-0601-08,,20,,,,10,0
Furosemide,71335-0601-09,,20,,,,20,0
Furosemide,71335-0842-01,,40,,,,40,0
Furosemide,71335-0842-02,,40,,,,30,0
Furosemide,71335-0842-03,,40,,,,100,0
Furosemide,71335-0842-04,,40,,,,90,0
Furosemide,71335-0842-05,,40,,,,60,0
Furosemide,71335-0842-06,,40,,,,7,0
Furosemide,71335-0842-07,,40,,,,14,0
Furosemide,71335-0842-08,,40,,,,180,0
Furosemide,71335-0842-09,,40,,,,10,0
Furosemide,71335-0852-01,,20,,,,30,0
Furosemide,71335-0852-02,,20,,,,90,0
Furosemide,71335-0852-03,,20,,,,60,0
Furosemide,71335-0852-04,,20,,,,100,0
Furosemide,71335-0852-05,,20,,,,7,0
Furosemide,71335-0852-06,,20,,,,28,0
Furosemide,71335-0852-07,,20,,,,14,0
Furosemide,71335-0852-08,,20,,,,10,0
Furosemide,71335-0852-09,,20,,,,20,0
Furosemide,71610-0049-30,,40,,,,30,0
Furosemide,71610-0049-45,,40,,,,45,0
Furosemide,71610-0049-53,,40,,,,60,0
Furosemide,71610-0049-60,,40,,,,90,0
Furosemide,71610-0049-80,,40,,,,180,0
Furosemide,71610-0096-30,,20,,,,30,0
Furosemide,71610-0096-53,,20,,,,60,0
Furosemide,71610-0096-60,,20,,,,90,0
Furosemide,71610-0096-80,,20,,,,180,0
Furosemide,71610-0284-53,,20,,,,60,0
Furosemide,71610-0284-60,,20,,,,90,0
Furosemide,71610-0284-80,,20,,,,180,0
Furosemide,71610-0305-60,,80,,,,90,0
Furosemide,71610-0305-80,,80,,,,180,0
Furosemide,71610-0308-30,,40,,,,30,0
Furosemide,71610-0308-45,,40,,,,45,0
Furosemide,71610-0308-53,,40,,,,60,0
Furosemide,71610-0308-60,,40,,,,90,0
Furosemide,71610-0308-80,,40,,,,180,0
Furosemide,71610-0309-30,,20,,,,30,0
Furosemide,71610-0309-45,,20,,,,45,0
Furosemide,71610-0309-53,,20,,,,60,0
Furosemide,71610-0309-60,,20,,,,90,0
Furosemide,71610-0309-80,,20,,,,180,0
Furosemide,71610-0309-92,,20,,,,270,0
Gilotrif,00597-0137-30,,30,,,,1,0
Gilotrif,00597-0137-90,,30,,,,1,0
Gilotrif,00597-0138-30,,40,,,,1,0
Gilotrif,00597-0138-95,,40,,,,1,0
Gilotrif,00597-0141-30,,20,,,,1,0
Ibrance,00069-0187-21,,75,,,,21,0
Ibrance,00069-0188-21,,100,,,,21,0
Ibrance,00069-0189-21,,125,,,,21,0
Ibrance,63539-0187-11,,75,,,,21,0
Ibrance,63539-0188-11,,100,,,,21,0
Ibrance,63539-0189-11,,125,,,,21,0
Imbruvica,57962-0014-28,,140,,,,1,0
Imbruvica,57962-0070-28,,70,,,,28,0
Imbruvica,57962-0140-09,,140,,,,90,0
Imbruvica,57962-0140-12,,140,,,,120,0
Imbruvica,57962-0280-28,,280,,,,1,0
Imbruvica,57962-0420-28,,420,,,,1,0
Imbruvica,57962-0420-71,,420,,,,1,0
Imbruvica,57962-0560-28,,560,,,,1,0
Imbruvica,57962-0560-71,,560,,,,1,0
Inlyta,00069-0145-01,,1,,,,180,0
Inlyta,00069-0151-11,,5,,,,60,0
Inlyta,63539-0026-01,,1,,,,90,0
Inlyta,63539-0044-01,,5,,,,60,0
Inlyta,63539-0044-02,,5,,,,30,0
Jakafi,50881-0005-60,,5,,,,60,0
Jakafi,50881-0010-01,,10,,,,28,0
Jakafi,50881-0010-60,,10,,,,60,0
Jakafi,50881-0015-60,,15,,,,60,0
Jakafi,50881-0020-60,,20,,,,60,0
Jakafi,50881-0025-60,,25,,,,60,0
Kisqali,00078-0860-01,,200,,,,1,0
Kisqali,00078-0867-42,,200,,,,3,0
Kisqali,00078-0874-63,,200,,,,3,0
Lenvima,62856-0704-30,,4,,,,6,0
Lenvima,62856-0708-30,,4,,,,6,0
Lenvima,62856-0710-30,,10,,,,6,0
Lenvima,62856-0712-30,,4,,,,6,0
Lenvima,62856-0714-30,,0,,,,6,0
Lenvima,62856-0718-30,,0,,,,6,0
Lenvima,62856-0720-30,,10,,,,6,0
Lenvima,62856-0724-30,,0,,,,6,0
Lynparza,00310-0657-58,,50,,,,112,0
Lynparza,00310-0668-12,,100,,,,120,0
Lynparza,00310-0668-60,,100,,,,60,0
Lynparza,00310-0679-12,,150,,,,120,0
Lynparza,00310-0679-60,,150,,,,60,0
Lynparza,00310-0679-95,,150,,,,60,0
Mektovi,70255-0010-02,,15,,,,1,0
Mektovi,70255-0010-03,,15,,,,90,0
Nerlynx,70437-0240-18,,40,,,,1,0
Nerlynx,70437-0240-26,,40,,,,1,0
Nexavar,50419-0488-58,,200,,,,120,0
Ninlaro,63020-0078-02,,2.3,,,,3,0
Ninlaro,63020-0079-02,,3,,,,3,0
Ninlaro,63020-0080-02,,4,,,,3,0
Nubeqa,50419-0395-01,,300,,,,1,0
Odomzo,47335-0303-83,,200,,,,30,0
Ondansetron,00143-2422-01,,4,,,,100,0
Ondansetron,00143-2422-25,,4,,,,3,0
Ondansetron,00143-2422-30,,4,,,,30,0
Ondansetron,00143-2423-01,,8,,,,100,0
Ondansetron,00143-2423-25,,8,,,,3,0
Ondansetron,00143-2423-30,,8,,,,30,0
Ondansetron,00143-2424-07,,24,,,,1,0
Ondansetron,00179-0099-44,,4,,,,1440,0
Ondansetron,00179-0100-44,,8,,,,1440,0
Ondansetron,00378-0315-93,Q0162,4,1,4,4,30,0
Ondansetron,00378-0344-93,Q0162,8,1,8,8,30,0
Ondansetron,00378-7732-93,Q0162,4,1,4,4,30,0
Ondansetron,00378-7734-93,Q0162,8,1,8,8,30,0
Ondansetron,00378-7734-97,Q0162,8,1,8,8,10,0
Ondansetron,00781-1679-31,Q0162,4,1,4,4,30,0
Ondansetron,00781-1679-33,Q0162,4,1,4,4,1,0
Ondansetron,00781-1681-31,Q0162,8,1,8,8,30,0
Ondansetron,00781-1681-33,Q0162,8,1,8,8,1,0
Ondansetron,00781-5238-01,,4,,,,100,0
Ondansetron,00781-5238-64,Q0162,4,1,4,4,3,0
Ondansetron,00781-5239-01,,8,,,,100,0
Ondansetron,00781-5239-64,Q0162,8,1,8,8,3,0
Ondansetron,00781-5239-80,Q0162,8,1,8,8,1,0
Ondansetron,11819-0365-01,,8,,,,5,0
Ondansetron,11819-0371-28,,8,,,,5,0
Ondansetron,16714-0671-01,,4,,,,1,0
Ondansetron,16714-0671-02,Q0162,4,1,40,40,1,0
Ondansetron,17856-0691-01,,4,,,,1.5,0
Ondansetron,17856-0691-02,,4,,,,2.5,0
Ondansetron,17856-0691-04,,4,,,,2.5,0
Ondansetron,17856-0691-05,,4,,,,5,0
Ondansetron,17856-0691-06,,4,,,,120,0
Ondansetron,17856-0691-07,,4,,,,48,0
Ondansetron,17856-4091-03,,4,,,,5,0
Ondansetron,21695-0380-30,,8,,,,30,0
Ondansetron,33261-0747-01,,4,,,,30,0
Ondansetron,33261-0761-01,,8,,,,10,0
Ondansetron,33358-0498-30,,4,,,,30,0
Ondansetron,33358-0512-30,,8,,,,30,0
Ondansetron,35356-0755-65,,4,,,,30,0
Ondansetron,35356-0853-10,,4,,,,10,0
Ondansetron,35356-0853-20,,4,,,,20,0
Ondansetron,35356-0853-30,,4,,,,30,0
Ondansetron,42254-0077-10,,4,,,,10,0
Ondansetron,42254-0077-30,,4,,,,30,0
Ondansetron,42254-0097-10,,8,,,,10,0
Ondansetron,42254-0212-10,,8,,,,10,0
Ondansetron,42254-0213-10,,4,,,,10,0
Ondansetron,43063-0273-04,,8,,,,4,0
Ondansetron,43063-0560-02,,4,,,,2,0
Ondansetron,43063-0560-03,,4,,,,3,0
Ondansetron,43063-0560-04,,4,,,,4,0
Ondansetron,43063-0560-05,,4,,,,5,0
Ondansetron,43063-0560-06,,4,,,,6,0
Ondansetron,43063-0560-10,,4,,,,10,0
Ondansetron,43063-0560-20,,4,,,,20,0
Ondansetron,43063-0592-04,,8,,,,4,0
Ondansetron,43063-0592-10,,8,,,,10,0
Ondansetron,43063-0746-12,,4,,,,12,0
Ondansetron,43063-0770-06,,8,,,,6,0
Ondansetron,43063-0857-02,,4,,,,2,0
Ondansetron,43063-0857-04,,4,,,,4,0
Ondansetron,43063-0857-05,,4,,,,5,0
Ondansetron,43063-0857-06,,4,,,,6,0
Ondansetron,43063-0857-08,,4,,,,8,0
Ondansetron,43063-0857-10,,4,,,,10,0
Ondansetron,43063-0857-20,,4,,,,20,0
Ondansetron,43063-0870-02,,8,,,,2,0
Ondansetron,43063-0870-04,,8,,,,4,0
Ondansetron,43063-0870-10,,8,,,,10,0
Ondansetron,43353-0881-88,,8,,,,900,0
Ondansetron,45865-0563-10,,8,,,,10,0
Ondansetron,45865-0563-30,,8,,,,30,0
Ondansetron,45865-0598-10,,4,,,,10,0
Ondansetron,45865-0598-30,,4,,,,30,0
Ondansetron,45963-0538-30,,4,,,,30,0
Ondansetron,45963-0539-30,,8,,,,30,0
Ondansetron,50090-1015-01,,8,,,,10,0
Ondansetron,50090-1015-03,,8,,,,30,0
Ondansetron,50090-1200-00,Q0162,4,1,4,4,1,0
Ondansetron,50090-1200-01,Q0162,4,1,4,4,1,0
Ondansetron,50090-1200-03,Q0162,4,1,4,4,3,0
Ondansetron,50090-1600-00,,4,,,,10,0
Ondansetron,50090-1600-04,,4,,,,3,0
Ondansetron,50090-2103-00,,4,,,,1,0
Ondansetron,50090-2103-01,,4,,,,1,0
Ondansetron,50090-2103-02,,4,,,,1,0
Ondansetron,50436-0132-01,,4,,,,30,0
Ondansetron,50436-0132-04,,4,,,,10,0
Ondansetron,50436-0133-01,,4,,,,3,0
Ondansetron,50436-0134-01,,4,,,,3,0
Ondansetron,50436-0459-01,,8,,,,30,0
Ondansetron,50436-4091-01,,4,,,,72,0
Ondansetron,51079-0524-20,,4,,,,100,0
Ondansetron,51079-0525-20,,8,,,,100,0
Ondansetron,51655-0803-27,,8,,,,12,0
Ondansetron,51662-1246-04,,4,,,,1,0
Ondansetron,51672-4091-03,Q0162,4,1,40,40,1,0
Ondansetron,52959-0425-10,,4,,,,10,0
Ondansetron,52959-0425-20,,4,,,,20,0
Ondansetron,52959-0425-30,,4,,,,30,0
Ondansetron,53002-0570-01,,4,,,,3,0
Ondansetron,53002-0570-02,,4,,,,6,0
Ondansetron,53002-0570-03,,4,,,,10,0
Ondansetron,53002-0570-04,,4,,,,30,0
Ondansetron,53002-0580-01,,4,,,,3,0
Ondansetron,53002-0580-02,,4,,,,6,0
Ondansetron,53002-0580-03,,4,,,,10,0
Ondansetron,53002-0580-04,,4,,,,30,0
Ondansetron,53002-0590-01,,8,,,,3,0
Ondansetron,53002-0590-02,,8,,,,6,0
Ondansetron,53002-0590-03,,8,,,,10,0
Ondansetron,53002-0590-04,,8,,,,30,0
Ondansetron,53002-0600-01,,8,,,,3,0
